,amount,amount,amount
CUST00301,234892.02,1357.7573410404623,173
CUST08804,321938.0,1418.229074889868,227
CUST05743,265307.33,1411.2092021276596,188
CUST08626,261779.41,1377.7863684210527,190
CUST01722,325008.52,1450.930892857143,224
CUST05636,293744.03,1454.1783663366339,202
CUST00654,248333.55,1335.1266129032258,186
CUST06144,258932.28,1414.9304918032788,183
CUST07747,321381.74,1501.783831775701,214
CUST08944,301330.31,1414.6962910798122,213
CUST09862,324252.79,1391.6428755364807,233
CUST03894,283493.08,1424.5883417085429,199
CUST09336,274503.57,1400.528418367347,196
CUST09268,324824.1,1496.885253456221,217
CUST01440,233284.77,1221.386230366492,191
CUST09963,242504.61,1276.3400526315788,190
CUST01396,278272.01,1464.5895263157895,190
CUST08731,275857.46,1429.3132642487049,193
CUST09945,310681.63,1405.7992307692307,221
CUST00812,248812.88999999998,1207.829563106796,206
CUST02340,279780.29,1364.7819024390242,205
CUST03627,267431.05,1330.5027363184079,201
CUST04458,233090.5,1233.2830687830688,189
CUST00590,275339.62,1419.2763917525772,194
CUST00562,261084.34,1311.981608040201,199
CUST06905,296192.66,1377.6402790697673,215
CUST01750,285698.10000000003,1341.305633802817,213
CUST04299,231368.41,1329.7035057471264,174
CUST02065,253669.05,1349.3034574468084,188
CUST05794,284287.54,1347.3343127962085,211
CUST07400,311458.1,1497.3947115384615,208
CUST08817,274682.02999999997,1408.6257948717948,195
CUST01846,312981.66000000003,1541.78157635468,203
CUST07821,300205.28,1478.8437438423646,203
CUST09903,283779.74,1370.9166183574878,207
CUST02066,260308.58,1308.0833165829144,199
CUST00951,298970.47,1517.6165989847714,197
CUST01822,283604.4,1492.6547368421054,190
CUST08463,267137.49,1420.944095744681,188
CUST05004,285824.97,1422.0147761194028,201
CUST09433,244123.83000000002,1356.2435,180
CUST04756,254684.98,1369.2740860215054,186
CUST06798,267709.51,1416.452433862434,189
CUST02575,292901.33,1525.5277604166668,192
CUST04094,312493.16,1440.0606451612903,217
CUST06634,286517.81,1326.4713425925927,216
CUST00399,249777.67,1321.5749735449735,189
CUST06594,274004.31,1405.1503076923077,195
CUST06409,261635.25,1328.0977157360405,197
CUST03823,273043.39,1437.0704736842106,190
CUST01773,268531.52,1435.9974331550802,187
CUST05122,274396.66,1392.8764467005076,197
CUST05260,267500.3,1364.7974489795918,196
CUST06865,296255.92,1466.6134653465347,202
CUST03700,270157.78,1330.8265024630543,203
CUST06418,302842.8,1358.039461883408,223
CUST07302,288009.9,1484.587113402062,194
CUST05722,265986.0,1303.8529411764705,204
CUST08476,325692.51,1409.9242857142858,231
CUST05951,309303.32,1562.1379797979798,198
CUST06436,303636.04,1373.918733031674,221
CUST03146,290735.9,1404.5212560386474,207
CUST07267,264437.14,1342.3205076142133,197
CUST03473,253698.04,1307.7218556701032,194
CUST03195,326661.88,1641.516984924623,199
CUST03069,237114.88,1317.3048888888889,180
CUST02534,282783.58,1528.559891891892,185
CUST03810,302094.61,1379.4274429223744,219
CUST00177,292955.83,1350.026866359447,217
CUST08317,306483.26,1425.503534883721,215
CUST04382,241097.74,1354.4816853932584,178
CUST00005,257055.12,1325.0263917525772,194
CUST07683,250451.06,1297.6738860103626,193
CUST09493,337535.16,1448.6487553648067,233
CUST09175,283736.44,1357.5906220095694,209
CUST07431,270358.87,1422.9414210526315,190
CUST03632,240537.51,1314.4126229508197,183
CUST04963,295998.39,1409.516142857143,210
CUST07044,278888.74,1445.019378238342,193
CUST03241,271049.14,1473.093152173913,184
CUST09249,247748.5,1270.5051282051281,195
CUST01127,233957.7,1299.765,180
CUST09516,306911.68,1434.1667289719626,214
CUST01583,260642.97,1393.8126737967914,187
CUST00537,246851.76,1253.05461928934,197
CUST03028,283944.22000000003,1308.4987096774196,217
CUST01354,337566.32,1500.2947555555556,225
CUST07953,247741.1,1339.1410810810812,185
CUST02916,268505.48,1335.84815920398,201
CUST07593,273849.8,1335.8526829268292,205
CUST05855,271643.4,1437.2666666666669,189
CUST03878,313682.72,1412.9852252252251,222
CUST09946,287994.22,1447.2071356783918,199
CUST06394,248605.45,1437.0257225433527,173
CUST01856,320424.8,1335.1033333333332,240
CUST04156,262353.02,1352.3351546391752,194
CUST08452,295891.01,1402.3270616113743,211
CUST07410,327495.68,1516.1837037037037,216
CUST06670,268173.32,1382.3367010309278,194
CUST08267,236661.79,1245.5883684210526,190
CUST01125,272238.42,1354.4199999999998,201
CUST00156,288721.27,1495.965129533679,193
CUST08577,308618.79,1415.6825229357796,218
CUST05601,291825.04,1459.1252,200
CUST03353,252172.9,1286.5964285714285,196
CUST02381,281202.05,1480.010789473684,190
CUST01854,292257.58,1522.1748958333335,192
CUST07008,326932.74,1403.1448068669526,233
CUST02329,282191.46,1462.1319170984457,193
CUST02190,290432.83,1403.0571497584542,207
CUST01965,273267.57,1301.2741428571428,210
CUST00233,299721.0,1407.1408450704225,213
CUST02356,269242.23,1359.8092424242423,198
CUST03682,219526.79,1363.5204347826088,161
CUST03049,269789.92,1322.4996078431373,204
CUST06647,243486.48,1316.1431351351353,185
CUST09545,265733.04,1468.1383425414363,181
CUST01467,275497.84,1420.0919587628866,194
CUST08878,248172.11000000002,1394.2253370786518,178
CUST06666,267923.31,1275.8252857142857,210
CUST03929,303510.67,1466.2351207729469,207
CUST02382,290120.14,1457.890150753769,199
CUST00411,276670.89,1376.472089552239,201
CUST02292,255658.09,1331.5525520833332,192
CUST08633,247737.97,1361.1976373626374,182
CUST04810,287050.66000000003,1487.3091191709846,193
CUST05120,271606.58,1201.7990265486726,226
CUST03280,337074.2,1491.478761061947,226
CUST09958,243487.15000000002,1268.1622395833335,192
CUST09682,280877.03,1433.0460714285716,196
CUST07698,223683.46,1452.49,154
CUST02539,264833.79,1416.2234759358287,187
CUST05426,234091.25,1293.3218232044198,181
CUST09374,255525.30000000002,1351.9857142857143,189
CUST02869,241887.77,1191.565369458128,203
CUST02730,254056.32,1283.1127272727274,198
CUST01256,269903.75,1303.8828502415458,207
CUST02822,283082.25,1354.4605263157894,209
CUST02532,294861.14,1371.4471627906978,215
CUST04621,265534.77,1276.6094711538462,208
CUST03197,245047.02,1339.0547540983605,183
CUST05541,305523.05,1520.0151741293532,201
CUST05534,281463.59,1436.038724489796,196
CUST01904,267603.15,1462.3122950819672,183
CUST01993,310695.08999999997,1500.9424637681159,207
CUST02624,334033.15,1415.3947033898305,236
CUST01594,299055.64,1347.0974774774775,222
CUST04829,240293.58,1298.8842162162161,185
CUST03643,282775.0,1406.8407960199006,201
CUST02297,242134.62,1216.7568844221105,199
CUST01243,266637.66000000003,1465.0420879120882,182
CUST02753,278690.86,1333.449090909091,209
CUST08544,276306.18,1469.7137234042552,188
CUST08398,258653.94,1413.4095081967214,183
CUST07060,284573.87,1451.9075,196
CUST01428,240229.89,1251.19734375,192
CUST01433,272808.49,1317.9154106280193,207
CUST02005,249032.6,1232.8346534653465,202
CUST07012,270194.08,1337.5944554455446,202
CUST07893,261134.1,1353.0264248704664,193
CUST04709,239770.92,1317.4226373626375,182
CUST05758,259506.64,1358.6735078534032,191
CUST02198,312181.74,1438.625529953917,217
CUST06919,297485.07,1377.2456944444446,216
CUST04134,246522.8,1304.353439153439,189
CUST00170,266383.37,1318.7295544554456,202
CUST03260,224642.69,1345.1658083832335,167
CUST07434,290551.98,1445.53223880597,201
CUST00810,235570.83,1377.6071929824561,171
CUST00521,294074.84,1407.0566507177034,209
CUST00112,309187.5,1438.0813953488373,215
CUST02369,267776.1,1373.210769230769,195
CUST07357,252396.7,1349.7149732620321,187
CUST05918,338420.84,1552.3891743119268,218
CUST00680,276907.48,1420.038358974359,195
CUST02043,314186.0,1408.9058295964126,223
CUST08306,281563.7,1436.5494897959184,196
CUST09402,257515.19,1313.8530102040816,196
CUST04368,278880.02,1373.7932019704435,203
CUST05445,236994.04,1309.3593370165747,181
CUST07521,264788.14,1323.9407,200
CUST00012,230128.26,1307.546931818182,176
CUST06728,250544.32,1318.6543157894737,190
CUST03799,269814.47,1458.4565945945944,185
CUST02506,256220.45,1255.9825980392156,204
CUST06357,274393.84,1338.506536585366,205
CUST03253,252136.03,1432.5910795454545,176
CUST06947,286079.03,1294.4752488687784,221
CUST07320,320666.23,1579.6366009852215,203
CUST01421,257392.48,1391.3107027027027,185
CUST05546,267615.83,1344.8031658291459,199
CUST08128,264746.38,1438.8390217391304,184
CUST05259,273783.06,1322.6234782608697,207
CUST03200,277759.94,1361.5683333333334,204
CUST01510,271388.81,1298.5110526315789,209
CUST08835,232730.38999999998,1244.5475401069518,187
CUST06456,291413.34,1414.62786407767,206
CUST08990,241068.95,1409.759941520468,171
CUST04413,288897.13,1466.4828934010152,197
CUST08172,303376.68,1596.7193684210526,190
CUST04327,284235.76,1519.9773262032086,187
CUST02318,265626.97,1355.2396428571428,196
CUST06536,233614.86000000002,1223.1144502617801,191
CUST06608,295336.67,1447.7287745098038,204
CUST04619,264136.06,1390.1897894736842,190
CUST08251,291066.64,1433.825812807882,203
CUST08497,265563.48,1282.9153623188404,207
CUST09523,291406.84,1449.785273631841,201
CUST08916,312205.7,1479.6478672985781,211
CUST00626,328783.08999999997,1474.3636322869954,223
CUST01680,288785.27,1436.7426368159204,201
CUST09224,273704.47,1529.075251396648,179
CUST01134,257644.11,1334.9435751295337,193
CUST03943,275877.53,1467.4336702127662,188
CUST04243,222758.13,1178.6144444444444,189
CUST02039,258837.07,1355.1679057591623,191
CUST02586,254443.37,1285.0675252525252,198
CUST08800,225905.25,1221.1094594594595,185
CUST04653,288010.86,1425.7963366336633,202
CUST07090,306303.47,1479.7269082125601,207
CUST01670,298319.2,1400.5596244131457,213
CUST09298,281144.96,1260.7397309417042,223
CUST06264,279847.88,1413.3731313131314,198
CUST08053,297435.91,1479.780646766169,201
CUST03699,309105.78,1386.1245739910314,223
CUST08541,304312.63,1422.0216355140187,214
CUST00800,318350.16000000003,1414.8896000000002,225
CUST06563,248408.28,1387.7557541899441,179
CUST05967,323249.95,1517.6053990610328,213
CUST09780,304879.81,1385.817318181818,220
CUST00416,283892.08,1371.4593236714977,207
CUST03458,285639.84,1347.3577358490568,212
CUST01686,267724.48,1387.1734715025905,193
CUST09058,255933.1,1429.7938547486033,179
CUST07833,285403.58,1448.7491370558375,197
CUST01643,238095.97,1352.8180113636363,176
CUST06815,284195.14,1353.3101904761907,210
CUST06734,255624.1,1331.3755208333334,192
CUST07368,268368.8,1341.844,200
CUST04227,317688.38,1357.6426495726496,234
CUST03278,304070.97,1351.4265333333333,225
CUST01749,297993.67,1439.5829468599034,207
CUST00277,286526.74,1469.3678974358975,195
CUST00462,279947.83,1458.0616145833335,192
CUST06841,270328.44,1430.3092063492063,189
CUST00845,261852.25,1363.8138020833333,192
CUST06723,289203.38,1351.4176635514018,214
CUST08396,266773.91000000003,1270.3519523809525,210
CUST02837,260561.26,1329.3941836734693,196
CUST05487,244144.74,1319.7012972972973,185
CUST03895,252899.22,1296.919076923077,195
CUST03605,265180.64,1346.0946192893402,197
CUST07564,269127.82,1325.7528078817734,203
CUST00499,249818.62,1242.8787064676617,201
CUST02974,307815.58,1362.0158407079646,226
CUST04430,311090.05,1427.0185779816513,218
CUST00912,279773.92,1488.1591489361701,188
CUST09478,268029.68,1367.4983673469387,196
CUST06720,294022.06,1572.3104812834224,187
CUST03875,287793.32,1383.621730769231,208
CUST00566,284217.83999999997,1393.2247058823527,204
CUST02306,279583.48,1397.9173999999998,200
CUST00742,241897.45,1448.4877245508983,167
CUST09177,335358.26,1538.340642201835,218
CUST06221,265889.0,1290.7233009708739,206
CUST00377,277972.58999999997,1349.3815048543688,206
CUST04866,245101.29,1269.9548704663214,193
CUST04597,282013.05,1403.05,201
CUST00203,275037.87,1328.6853623188406,207
CUST04837,245768.77,1293.519842105263,190
CUST07226,325969.9,1502.1654377880186,217
CUST02731,290482.27,1370.199386792453,212
CUST03842,265727.74,1391.2447120418847,191
CUST08798,290208.51,1429.5985714285714,203
CUST02393,311700.34,1293.3624066390043,241
CUST04670,295417.35,1469.7380597014924,201
CUST00493,298828.6,1464.8460784313725,204
CUST04225,353579.85,1449.0977459016392,244
CUST02044,266200.2,1393.7183246073298,191
CUST06588,301961.67,1404.4728837209302,215
CUST05124,257922.2,1394.174054054054,185
CUST01557,279210.75,1389.108208955224,201
CUST06964,293070.83,1558.8873936170214,188
CUST08307,245969.09,1308.3462234042554,188
CUST01416,303769.75,1399.860599078341,217
CUST03411,242608.59,1166.387451923077,208
CUST05858,339790.65,1580.421627906977,215
CUST09491,247220.12,1358.3523076923077,182
CUST00282,221139.9,1348.4140243902439,164
CUST09779,332173.28,1407.513898305085,236
CUST02642,261314.39,1404.9160752688172,186
CUST05548,304281.26,1428.550516431925,213
CUST05497,270891.15,1347.7171641791047,201
CUST02110,235900.71,1317.881061452514,179
CUST09277,257611.84,1341.7283333333332,192
CUST07636,256051.93,1306.3873979591835,196
CUST00159,291567.39,1349.8490277777778,216
CUST07453,304281.85,1601.4834210526315,190
CUST06351,233232.29,1356.0016860465116,172
CUST05043,241864.72,1286.5144680851065,188
CUST06188,260418.95,1222.6241784037559,213
CUST08711,240704.89,1407.6309356725146,171
CUST01088,231041.72,1327.8259770114942,174
CUST01270,277755.17000000004,1316.3752132701425,211
CUST00878,277409.47000000003,1401.0579292929294,198
CUST06628,268876.2,1324.5133004926108,203
CUST04503,262946.39,1355.393762886598,194
CUST01508,227379.75,1329.7061403508771,171
CUST03754,289457.98,1365.3678301886791,212
CUST05428,283533.87,1403.6330198019803,202
CUST02985,269667.27999999997,1334.9865346534652,202
CUST00322,299142.11,1431.301961722488,209
CUST08861,292934.81,1509.9732474226803,194
CUST00293,262005.39,1297.056386138614,202
CUST01865,300518.55,1417.5403301886793,212
CUST01980,283653.65,1376.9594660194175,206
CUST02010,252600.44,1295.3868717948717,195
CUST09668,217832.71,1296.6232738095237,168
CUST02489,257951.11000000002,1234.2158373205743,209
CUST08187,237658.86000000002,1358.0506285714287,175
CUST06493,289522.16000000003,1419.2262745098042,204
CUST04482,287210.75,1421.835396039604,202
CUST04034,294876.46,1293.317807017544,228
CUST07072,280116.23,1407.6192462311558,199
CUST07051,247516.55,1237.58275,200
CUST03653,256641.34,1283.2067,200
CUST03061,281456.87,1400.282935323383,201
CUST04181,243711.85,1230.8679292929294,198
CUST03549,293276.79,1543.5620526315788,190
CUST03980,277308.03,1210.9520960698692,229
CUST09643,290608.85000000003,1303.1786995515697,223
CUST01236,220658.25,1219.1063535911603,181
CUST06390,288998.79000000004,1331.7916589861752,217
CUST07844,289396.13,1432.6541089108912,202
CUST05770,280169.69,1436.767641025641,195
CUST04036,340255.25,1492.3475877192982,228
CUST01719,288864.53,1488.9924226804126,194
CUST08908,242219.63999999998,1330.8771428571429,182
CUST00480,252906.41,1382.0022404371584,183
CUST09923,269431.27,1381.6988205128207,195
CUST08518,330405.58,1529.655462962963,216
CUST08500,234117.47,1213.0438860103627,193
CUST05178,312754.23,1454.6708372093021,215
CUST06870,253214.06,1354.085882352941,187
CUST08094,252962.45,1352.7403743315508,187
CUST03897,288411.57,1335.23875,216
CUST09689,259500.43,1358.6409947643979,191
CUST01543,247990.94,1291.6194791666667,192
CUST08012,290914.0,1461.8793969849246,199
CUST05103,277055.01,1371.5594554455447,202
CUST02088,262849.26,1288.4767647058825,204
CUST04242,274477.38,1467.7934759358288,187
CUST07563,282376.92,1433.3853807106598,197
CUST06159,291310.24,1501.599175257732,194
CUST01218,300081.97,1376.5227981651374,218
CUST00053,287004.2,1316.5330275229358,218
CUST02467,351722.43,1591.5042081447964,221
CUST02238,299702.38,1469.1293137254902,204
CUST03118,239415.72,1408.3277647058824,170
CUST04277,335408.02,1374.6230327868852,244
CUST00921,310841.33,1546.4742786069653,201
CUST00341,273464.52,1439.2869473684211,190
CUST03156,300645.72000000003,1379.1088073394496,218
CUST04764,228908.65,1204.7823684210525,190
CUST07738,313147.82,1505.5183653846154,208
CUST06428,299756.07999999996,1462.2247804878048,205
CUST04779,260490.33000000002,1302.45165,200
CUST01471,275013.61,1462.8383510638298,188
CUST06013,273156.67,1400.8034358974357,195
CUST09179,259669.29,1450.6664245810057,179
CUST02361,295528.48,1500.1445685279186,197
CUST07710,272688.29000000004,1262.4457870370372,216
CUST00960,233631.31,1335.036057142857,175
CUST07966,243901.32,1377.973559322034,177
CUST08826,320761.48,1370.7755555555555,234
CUST00367,273737.89,1355.1380693069307,202
CUST02095,265566.74,1327.8337,200
CUST05239,237152.43,1275.013064516129,186
CUST04087,254951.26,1356.1237234042553,188
CUST01231,235525.85,1361.421098265896,173
CUST02328,265480.66000000003,1301.3757843137257,204
CUST05075,304745.18,1444.289952606635,211
CUST09328,250020.63,1329.8969680851064,188
CUST01629,270191.14,1399.9540932642487,193
CUST00846,276284.7,1501.5472826086957,184
CUST02167,254063.12,1344.2493121693121,189
CUST05317,240271.27000000002,1413.360411764706,170
CUST06364,291993.85000000003,1482.2022842639597,197
CUST05592,322638.62,1573.8469268292683,205
CUST09012,261724.80000000002,1335.330612244898,196
CUST03426,241609.03,1349.7711173184357,179
CUST00558,249923.5,1404.064606741573,178
CUST02749,245947.91999999998,1301.311746031746,189
CUST09556,275118.38,1382.5044221105527,199
CUST05409,295197.77,1392.4423113207547,212
CUST09155,279359.2,1336.646889952153,209
CUST08381,247589.92,1276.2367010309279,194
CUST01593,275223.35,1426.0277202072539,193
CUST04859,306236.77,1493.8379024390244,205
CUST00749,265931.11,1363.749282051282,195
CUST06147,204492.23,1239.3468484848486,165
CUST01862,293706.75,1475.9133165829146,199
CUST02613,345365.83,1488.6458189655173,232
CUST09878,271294.67,1450.7736363636363,187
CUST02488,278105.20999999996,1350.0252912621359,206
CUST08391,293399.82,1424.2709708737864,206
CUST02518,283726.71,1425.7623618090454,199
CUST05641,262626.81,1293.7281280788177,203
CUST06802,316608.8,1493.4377358490565,212
CUST01969,276630.81,1376.272686567164,201
CUST01566,272231.39,1381.885228426396,197
CUST04116,243682.79,1296.1850531914895,188
CUST04058,293224.88,1551.4543915343916,189
CUST05860,285039.56,1454.283469387755,196
CUST01920,257520.7,1334.3041450777202,193
CUST03173,287297.24,1408.3198039215686,204
CUST07352,219977.29,1286.4169005847953,171
CUST07785,263719.54,1395.3414814814814,189
CUST09246,293458.24,1438.5207843137255,204
CUST01314,223790.6,1250.2268156424582,179
CUST07301,260417.69,1308.631608040201,199
CUST06164,275149.39,1389.643383838384,198
CUST05700,282144.21,1576.2246368715084,179
CUST02623,260673.88,1393.9779679144385,187
CUST01296,261140.53,1318.8915656565657,198
CUST02567,262978.52999999997,1355.5594329896905,194
CUST04469,265862.44,1406.6795767195767,189
CUST06348,228624.62,1291.6645197740113,177
CUST00600,267053.7,1517.3505681818183,176
CUST02513,260045.34,1383.2198936170212,188
CUST05899,236364.62,1257.2586170212767,188
CUST04502,276234.46,1367.4973267326734,202
CUST06502,299644.48,1286.0278111587982,233
CUST04213,254053.49,1316.3393264248705,193
CUST05798,295216.48,1476.0824,200
CUST00795,277490.26,1284.6771296296297,216
CUST09842,293247.76,1320.9358558558558,222
CUST08874,241573.83000000002,1172.6884951456311,206
CUST07986,289386.02,1425.5468965517243,203
CUST05590,300834.84,1343.0126785714288,224
CUST04817,295274.12,1433.3695145631068,206
CUST03089,253742.36000000002,1335.486105263158,190
CUST06860,280822.28,1383.360985221675,203
CUST00492,258384.47999999998,1374.3855319148936,188
CUST01600,275345.17,1343.1471707317073,205
CUST00258,312213.77999999997,1322.9397457627117,236
CUST09083,276900.66000000003,1377.6152238805971,201
CUST09782,289930.53,1456.9373366834172,199
CUST09666,258184.51,1324.0231282051282,195
CUST05415,325441.37,1506.6730092592593,216
CUST09552,263202.69,1356.7148969072166,194
CUST03108,214495.53,1269.2043195266272,169
CUST04050,245807.83,1388.744802259887,177
CUST07623,294579.49,1502.956581632653,196
CUST08295,300258.26,1383.6786175115208,217
CUST04048,276718.58,1471.907340425532,188
CUST04907,310352.15,1559.558542713568,199
CUST04045,265225.18,1410.7722340425532,188
CUST01113,252523.64,1372.4110869565218,184
CUST00389,281041.72000000003,1364.2801941747575,206
CUST04795,322224.13,1505.72023364486,214
CUST03629,245227.14,1385.4640677966102,177
CUST07081,268311.15,1404.7704188481678,191
CUST06602,290225.52,1388.6388516746413,209
CUST01613,269146.5,1394.541450777202,193
CUST03631,266701.78,1346.978686868687,198
CUST05937,252357.54,1386.5798901098901,182
CUST06930,258105.49,1217.4787264150943,212
CUST00772,286375.48,1357.2297630331752,211
CUST06474,285725.07,1310.6654587155963,218
CUST02068,255515.26,1411.6865193370165,181
CUST00123,242490.63999999998,1332.3661538461538,182
CUST05655,301391.33,1442.0637799043063,209
CUST06498,257439.26,1430.218111111111,180
CUST05887,294858.12,1365.0838888888889,216
CUST03518,271466.23,1357.33115,200
CUST08190,233738.4,1223.7612565445027,191
CUST00336,319456.2,1413.5230088495575,226
CUST09146,233785.88,1335.9193142857143,175
CUST07657,258510.37,1299.0470854271357,199
CUST05314,306448.04,1494.868487804878,205
CUST09284,252888.19,1324.0219371727749,191
CUST08214,286441.17,1454.0160913705583,197
CUST06475,238224.19,1280.7752150537635,186
CUST05884,259975.26,1511.484069767442,172
CUST04055,309590.27,1488.4147596153848,208
CUST01745,234793.18,1269.1523243243244,185
CUST05457,259419.95,1310.2017676767678,198
CUST02921,265053.0,1299.2794117647059,204
CUST09104,309818.3,1401.8927601809953,221
CUST03406,254814.61000000002,1320.2829533678757,193
CUST01874,258013.78,1425.4904972375691,181
CUST01708,271716.33999999997,1386.307857142857,196
CUST05336,316541.35,1465.469212962963,216
CUST02443,268163.71,1411.3879473684212,190
CUST07441,278556.05,1339.2117788461537,208
CUST09494,224983.9,1263.9544943820224,178
CUST05243,242897.67,1334.6025824175824,182
CUST08873,276862.23,1363.8533497536946,203
CUST03778,284193.95,1372.9176328502415,207
CUST01561,262616.14,1396.8943617021278,188
CUST05516,246330.01,1269.742319587629,194
CUST02701,264175.17,1307.7978712871286,202
CUST08141,271445.07,1317.6945145631068,206
CUST01541,293913.75,1469.56875,200
CUST00608,257323.07,1354.3319473684212,190
CUST05036,298561.38,1363.2939726027398,219
CUST02660,257593.12,1327.799587628866,194
CUST01805,308151.97000000003,1400.6907727272728,220
CUST04910,265632.93,1355.2700510204081,196
CUST05216,268088.99,1307.7511707317074,205
CUST05236,274331.11,1331.7044174757282,206
CUST04644,263933.76,1525.6286705202313,173
CUST07919,285676.36,1414.239405940594,202
CUST09360,278564.57,1385.8933830845772,201
CUST02242,283702.81,1383.9161463414634,205
CUST04804,284202.23,1435.364797979798,198
CUST03691,290413.03,1382.9191904761906,210
CUST08605,279299.46,1485.635425531915,188
CUST05849,281399.15,1379.4075980392158,204
CUST04897,301246.05,1420.971933962264,212
CUST01843,318619.23,1379.304025974026,231
CUST07918,259214.96000000002,1336.1595876288661,194
CUST01903,297644.4,1430.9826923076923,208
CUST04981,312963.96,1455.6463255813956,215
CUST02231,278412.93,1364.7692647058823,204
CUST07891,263905.11,1396.3233333333333,189
CUST06191,280269.29,1303.5780930232556,215
CUST06023,290241.32,1586.0181420765027,183
CUST01171,254241.69,1374.2794054054054,185
CUST08059,262284.49,1402.5908556149732,187
CUST01571,285012.08999999997,1344.396650943396,212
CUST04121,306678.35,1339.2067685589518,229
CUST08529,236784.2,1239.7078534031414,191
CUST00759,290771.81,1378.0654502369669,211
CUST09538,274691.33,1445.7438421052632,190
CUST04078,297082.65,1421.448086124402,209
CUST09450,261010.23,1395.7766310160428,187
CUST00196,260874.9,1351.683419689119,193
CUST05677,313236.88,1392.163911111111,225
CUST08471,334071.62,1498.0790134529148,223
CUST05087,287893.7,1351.6136150234743,213
CUST09021,240972.83000000002,1401.0048255813954,172
CUST01932,226137.36,1183.9652356020943,191
CUST05991,210560.16999999998,1253.3343452380952,168
CUST04359,259915.19,1243.6133492822967,209
CUST01627,219413.1,1239.622033898305,177
CUST02618,256625.53,1394.7039673913043,184
CUST06996,277781.49,1454.3533507853404,191
CUST00458,273234.96,1339.3870588235295,204
CUST05696,289359.95,1446.7997500000001,200
CUST04948,277885.29,1462.5541578947368,190
CUST03657,300300.84,1450.728695652174,207
CUST02326,255480.04,1264.7526732673268,202
CUST07808,247447.3,1337.5529729729728,185
CUST04106,277664.66,1409.465279187817,197
CUST08671,258925.44,1307.7042424242425,198
CUST02487,296134.91,1510.8923979591837,196
CUST02806,244427.52,1328.4104347826087,184
CUST01319,258487.02,1298.9297487437186,199
CUST00901,216175.93,1228.2723295454546,176
CUST02843,237778.24000000002,1398.6955294117647,170
CUST02619,270781.6,1381.538775510204,196
CUST05402,284050.99,1399.2659605911329,203
CUST07205,283943.77999999997,1273.2904932735426,223
CUST01563,251087.99,1314.5968062827224,191
CUST03869,272128.98,1417.3384374999998,192
CUST09442,276387.38,1316.130380952381,210
CUST01266,249809.58,1255.3245226130653,199
CUST04403,234200.66,1207.2198969072165,194
CUST00765,289355.35,1476.3028061224488,196
CUST05562,301772.02,1416.7700469483568,213
CUST07951,275131.04,1425.5494300518133,193
CUST02038,268065.22000000003,1441.210860215054,186
CUST09377,300675.52,1445.5553846153848,208
CUST02838,267534.93,1528.7710285714286,175
CUST03551,271090.35,1419.3212041884815,191
CUST08852,266376.89,1366.0353333333335,195
CUST08975,277969.36,1432.8317525773195,194
CUST00710,306792.37,1460.9160476190475,210
CUST00832,254644.36000000002,1260.6156435643566,202
CUST05842,331325.53,1434.3096536796538,231
CUST07396,307447.31,1450.2231603773585,212
CUST07170,259563.31,1388.0390909090909,187
CUST05730,285353.27,1321.0799537037037,216
CUST00890,286934.18,1413.4688669950738,203
CUST09701,302041.22,1385.5101834862385,218
CUST01726,265787.34,1377.1364766839379,193
CUST00390,270498.56,1345.7639800995025,201
CUST01056,306555.04,1473.8223076923075,208
CUST08265,278508.97000000003,1413.7511167512691,197
CUST09319,298911.46,1472.4702463054189,203
CUST00303,282054.72,1343.117714285714,210
CUST07603,329004.36,1612.7664705882353,204
CUST07406,287517.66,1356.2153773584905,212
CUST08363,258800.87,1334.0251030927834,194
CUST05973,298102.93,1399.5442723004694,213
CUST01480,273742.79,1335.3306829268292,205
CUST05350,322200.86,1400.873304347826,230
CUST07815,250750.31,1348.1199462365591,186
CUST06450,251819.62,1311.5605208333334,192
CUST04188,307433.74,1470.974832535885,209
CUST08173,271925.42,1320.0263106796115,206
CUST09892,271950.35,1366.584673366834,199
CUST04021,250325.07,1317.5003684210526,190
CUST06453,256215.08000000002,1300.5841624365482,197
CUST08915,253850.91999999998,1458.9133333333332,174
CUST06055,291923.78,1497.0450256410259,195
CUST05656,258037.88,1290.1894,200
CUST09777,253485.41,1370.1914054054055,185
CUST01869,282642.6,1345.9171428571428,210
CUST04988,272337.39,1425.850209424084,191
CUST07724,301931.26,1458.605120772947,207
CUST01052,311347.7,1359.5969432314412,229
CUST09117,240641.7,1266.5352631578949,190
CUST09814,295865.63,1464.6813366336635,202
CUST05752,302496.76,1393.9942857142858,217
CUST09920,259039.43,1439.1079444444445,180
CUST02679,266873.95,1412.0314814814815,189
CUST06586,292963.74,1375.41661971831,213
CUST04251,223632.98,1315.488117647059,170
CUST02641,272875.12,1451.4634042553191,188
CUST02774,228770.2,1299.8306818181818,176
CUST06204,308214.25,1447.0152582159624,213
CUST01524,245949.07,1490.6004242424242,165
CUST08262,274169.37,1357.274108910891,202
CUST05398,295352.0,1447.8039215686274,204
CUST09456,271519.75,1406.8380829015543,193
CUST09408,271525.21,1475.6804891304348,184
CUST01517,201752.46,1237.745153374233,163
CUST01533,308733.02,1535.9851741293533,201
CUST01055,270718.12,1346.85631840796,201
CUST03441,289823.18,1348.0147906976745,215
CUST00816,327077.55,1428.2862445414846,229
CUST06725,249960.04,1301.8752083333334,192
CUST08026,295927.43,1487.072512562814,199
